X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
397007.759999998,144031.960000001,23172415,2023/10/19 18:52:05+00,DAY,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF FORT STEVENS DRIVE NW,397007.76,144031.96,4,4A,4,402,Cluster 17,001803 2,001803,Precinct 60,38.9641940147,-77.0345261908,,2023/10/19 17:50:00+00,2023/10/19 18:13:00+00,699897163,
396705.799999997,140274.399999999,23172962,2023/10/20 19:59:13+00,EVENING,OTHERS,THEFT/OTHER,3140 - 3172 BLOCK OF MOUNT PLEASANT STREET NW,396705.8,140274.4,1,1D,3,302,Cluster 2,002702 1,002702,Precinct 39,38.9303437881,-77.0379923349,,2023/10/20 16:45:00+00,2023/10/20 17:49:00+00,699897164,
398704.6853,143199.965999998,23173036,2023/10/20 22:00:19+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,MISSOURI AVENUE NW AND KANSAS AVENUE NW,398704.68527675,143199.96601832,4,4D,4,406,Cluster 18,002102 4,002102,Precinct 57,38.9567033422,-77.0149445173,,2023/10/20 19:05:00+00,2023/10/20 19:59:00+00,699897165,
399823.18,137620.010000002,23173093,2023/10/20 21:50:58+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF 3RD STREET NE,399823.18,137620.01,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,38.906438329,-77.0020385991,NOMA,2023/10/19 01:00:00+00,2023/10/19 01:30:00+00,699897166,
399489.082400002,129550.73,23173161,2023/10/21 00:35:23+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3800 - 3899 BLOCK OF 1ST STREET SE,399489.082397479,129550.729973654,8,8D,7,707,Cluster 39,009803 3,009803,Precinct 124,38.8337468568,-77.0058844914,,2023/10/20 21:43:00+00,2023/10/20 22:30:00+00,699897167,
398186.219999999,137001.850000001,23173410,2023/10/21 13:12:49+00,DAY,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF I STREET NW,398186.22,137001.85,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 129,38.9008678723,-77.0209098602,DOWNTOWN,2023/10/21 11:37:00+00,2023/10/21 12:10:00+00,699897168,
400436.512900002,134389.02,23173450,2023/10/21 14:53:41+00,DAY,OTHERS,BURGLARY,1100 - 1119 BLOCK OF 8TH STREET SE,400436.512894358,134389.020026144,8,8F,1,106,Cluster 27,007203 2,007203,Precinct 131,38.8773322808,-76.9949693937,CAPITOL RIVERFRONT,2023/10/21 05:06:00+00,2023/10/21 05:10:00+00,699897169,
398704.210000001,138670.550000001,23173850,2023/10/22 07:26:59+00,MIDNIGHT,GUN,ROBBERY,200 - 299 BLOCK OF T STREET NW,398704.21,138670.55,1,1B,3,306,Cluster 3,003400 1,003400,Precinct 20,38.9159010133,-77.0149414476,,2023/10/22 04:53:00+00,2023/10/22 06:46:00+00,699897170,
394417.299999997,145238.649999999,23175213,2023/10/24 21:42:16+00,EVENING,OTHERS,THEFT F/AUTO,3200 - 3299 BLOCK OF VAN HAZEN STREET NW,394417.3,145238.65,4,3/4G,2,201,Cluster 10,001500 4,001500,Precinct 51,38.9750515185,-77.0644262311,,2023/10/24 19:13:00+00,2023/10/24 20:11:00+00,699897171,
397563.600000001,136543.5,23175338,2023/10/25 03:09:27+00,MIDNIGHT,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF 12TH STREET NW,397563.6,136543.5,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8967373853,-77.0280860049,DOWNTOWN,2023/10/23 17:00:00+00,2023/10/24 23:19:00+00,699897172,
397693.030000001,140377.02,23175978,2023/10/26 02:12:06+00,EVENING,GUN,ROBBERY,3300 - 3399 BLOCK OF SHERMAN AVENUE NW,397693.03,140377.02,1,1A,3,302,Cluster 2,003100 2,003100,Precinct 38,38.9312713672,-77.0266068592,,2023/10/25 23:55:00+00,2023/10/26 00:00:00+00,699897173,
396654.700000003,140440.530000001,23176039,2023/10/26 03:13:25+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,3200 - 3299 BLOCK OF MOUNT PLEASANT STREET NW,396654.7,140440.53,1,1D,3,302,Cluster 2,002702 1,002702,Precinct 40,38.931840145,-77.038582486,,2023/10/26 00:55:00+00,2023/10/26 02:35:00+00,699897174,
394238.609999999,142375.030000001,23176233,2023/10/26 15:55:47+00,DAY,KNIFE,ASSAULT W/DANGEROUS WEAPON,4530 - 4599 BLOCK OF CONNECTICUT AVENUE NW,394238.61,142375.03,3,3F,2,203,Cluster 12,001301 1,001301,Precinct 138,38.9492541582,-77.0664643124,,2023/10/26 12:55:00+00,2023/10/26 13:00:00+00,699897175,
401872,136822,23077581,2023/05/17 15:12:25+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1700 - 1799 BLOCK OF BENNING ROAD NE,401872,136822,7,7D,5,507,Cluster 25,007901 1,007901,Precinct 81,38.899247597,-76.9784194504,,2023/05/16 14:00:00+00,2023/05/17 15:00:00+00,699897176,
395860,137710,23077776,2023/05/17 20:36:45+00,EVENING,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF N STREET NW,395860,137710,2,2B,2,208,Cluster 5,005502 2,005502,Precinct 14,38.9072392579,-77.0477315645,,2023/05/16 12:00:00+00,2023/05/17 12:15:00+00,699897177,
402570,136534,23078476,2023/05/19 00:33:27+00,EVENING,OTHERS,ROBBERY,500 - 599 BLOCK OF OKLAHOMA AVENUE NE,402570,136534,7,7D,5,507,Cluster 25,006804 1,006804,Precinct 80,38.8966514254,-76.9703739346,,2023/05/18 22:16:00+00,,699897178,
397833,138305,23078565,2023/05/19 03:25:40+00,MIDNIGHT,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF R STREET NW,397833,138305,2,2G,3,307,Cluster 7,004901 1,004901,Precinct 21,38.9126063001,-77.0249860097,,2023/05/19 01:48:00+00,2023/05/19 02:47:00+00,699897179,
401657,137184,23078930,2023/05/20 02:14:51+00,EVENING,OTHERS,BURGLARY,1605 - 1637 BLOCK OF K STREET NE,401657,137184,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 78,38.9025090538,-76.9808971124,,2023/05/19 18:18:00+00,2023/05/19 19:09:00+00,699897180,
394456,138159,23079008,2023/05/20 00:19:33+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1600 - 1660 BLOCK OF 32ND STREET NW,394456,138159,2,2E,2,206,Cluster 4,000102 1,000102,Precinct 5,38.9112762687,-77.0639224109,,2023/05/19 19:23:00+00,2023/05/19 21:05:00+00,699897181,
400134,130453,23079410,2023/05/20 10:27:49+00,MIDNIGHT,GUN,ROBBERY,SAVANNAH STREET SE AND 6TH STREET SE,400134,130453,8,8C,7,705,Cluster 39,009804 2,009804,Precinct 122,38.8418750525,-76.9984564798,,2023/05/20 09:06:00+00,2023/05/20 09:15:00+00,699897182,
406322,134580,23079458,2023/05/20 14:44:29+00,DAY,OTHERS,MOTOR VEHICLE THEFT,5100 - 5199 BLOCK OF SOUTHERN AVENUE SE,406322,134580,7,7E,6,604,Cluster 33,007707 3,007707,Precinct 106,38.8790300848,-76.9271401754,,2023/05/20 03:00:00+00,2023/05/20 11:00:00+00,699897183,
396522.700000003,137709.93,23166473,2023/10/09 08:52:03+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1700 - 1799 BLOCK OF N STREET NW,396522.7,137709.93,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 15,38.9072414989,-77.0400910561,,2023/10/09 07:45:00+00,2023/10/09 08:00:00+00,699897184,
396974.219999999,143383.34,23166652,2023/10/09 18:39:28+00,DAY,OTHERS,THEFT F/AUTO,1400 - 1599 BLOCK OF MADISON STREET NW,396974.22,143383.34,4,4E,4,403,Cluster 18,002001 2,002001,Precinct 53,38.9583509662,-77.0349103326,,2023/10/04 23:00:00+00,2023/10/05 15:00:00+00,699897185,
397965.700000003,138634.149999999,23167646,2023/10/11 08:52:52+00,MIDNIGHT,GUN,ROBBERY,800 - 899 BLOCK OF T STREET NW,397965.7,138634.15,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9155717108,-77.0234569234,,2023/10/11 08:17:00+00,2023/10/11 08:19:00+00,699897186,
396171.049999997,137945.800000001,23167708,2023/10/11 13:55:24+00,DAY,OTHERS,THEFT/OTHER,1 - 7 BLOCK OF DUPONT CIRCLE NW,396171.05,137945.8,2,2B,2,208,Cluster 6,005502 3,005502,Precinct 14,38.9093648355,-77.0441466713,DUPONT CIRCLE,2023/10/11 12:53:00+00,2023/10/11 13:00:00+00,699897187,
397229.100000001,138975.93,23167774,2023/10/11 17:38:38+00,DAY,OTHERS,THEFT F/AUTO,2100 - 2199 BLOCK OF 14TH STREET NW,397229.1,138975.93,1,1B,3,305,Cluster 3,004401 2,004401,Precinct 22,38.9186485641,-77.0319518232,,2023/10/11 13:00:00+00,2023/10/11 15:05:00+00,699897188,
404541.469999999,136535.379999999,23168041,2023/10/11 23:34:55+00,EVENING,OTHERS,THEFT F/AUTO,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,404541.47,136535.38,7,7F,6,602,Cluster 30,007803 1,007803,Precinct 99,38.8966558827,-76.9476475094,,2023/10/11 02:00:00+00,2023/10/11 11:45:00+00,699897189,
402242.049999997,131260.039999999,23168638,2023/10/13 00:26:41+00,EVENING,OTHERS,THEFT F/AUTO,3330 - 3399 BLOCK OF 22ND STREET SE,402242.05,131260.04,8,8E,7,704,Cluster 38,007403 2,007403,Precinct 116,38.8491423788,-76.974171629,,2023/10/12 00:00:00+00,2023/10/12 00:10:00+00,699897190,
400042.299999997,130288.420000002,23168894,2023/10/13 15:15:34+00,DAY,GUN,ROBBERY,TRENTON STREET SE AND 5TH STREET SE,400042.29999799,130288.42002234,8,8C,7,705,Cluster 39,009804 2,009804,Precinct 122,38.8403924514,-76.9995127646,,2023/10/13 13:24:00+00,,699897191,
400591.799999997,132715.09,23169291,2023/10/14 07:38:43+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,2400 - 2500 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400591.8,132715.09,8,8A,7,703,Cluster 37,007401 1,007401,Precinct 119,38.8622527489,-76.9931812237,ANACOSTIA,2023/10/14 02:57:00+00,2023/10/14 06:26:00+00,699897192,
397799.859999999,141494.879999999,23169585,2023/10/14 18:08:32+00,DAY,OTHERS,THEFT/OTHER,4100 - 4199 BLOCK OF GEORGIA AVENUE NW,397799.86,141494.88,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,38.9413416569,-77.0253783465,,2023/10/14 17:27:00+00,2023/10/14 17:45:00+00,699897193,
400589.784999996,135354.9593,23169778,2023/10/15 02:45:27+00,EVENING,GUN,ROBBERY,900 - 999 BLOCK OF C STREET SE,400589.7849585,135354.95925904,6,6B,1,107,Cluster 26,006700 3,006700,Precinct 88,38.8860337463,-76.9932021762,,2023/10/15 01:45:00+00,2023/10/15 01:50:00+00,699897194,
398273.969999999,137783.199999999,23169851,2023/10/15 07:11:59+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF 6TH STREET NW,398273.97,137783.2,2,2G,3,308,Cluster 7,004802 2,004802,Precinct 18,38.9079067241,-77.0199002126,,2023/10/15 05:35:00+00,2023/10/15 06:13:00+00,699897195,
398589.920000002,142177.98,23187643,2023/11/16 02:41:19+00,EVENING,OTHERS,BURGLARY,300 - 311 BLOCK OF CRITTENDEN STREET NW,398589.92,142177.98,4,4D,4,407,Cluster 18,002202 2,002202,Precinct 55,38.9474968389,-77.016266505,,2023/11/15 18:30:00+00,2023/11/15 23:05:00+00,699897196,
401854.700000003,131473.579999998,23187788,2023/11/16 06:54:19+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1800 - 1897 BLOCK OF BRUCE PLACE SE,401854.7,131473.58,8,8C,,,Cluster 38,007404 1,007404,Precinct 117,38.851066942,-76.9786333173,,2023/11/16 05:37:00+00,2023/11/16 06:50:00+00,699897197,
398186.369999997,136255.440000001,23188133,2023/11/16 22:49:52+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF INDIANA AVENUE NW,398186.37,136255.44,2,2C,1,102,Cluster 8,005801 1,005801,Precinct 143,38.8941439409,-77.0209061603,DOWNTOWN,2023/11/16 20:24:00+00,2023/11/16 20:24:00+00,699897198,
397610.109999999,137008.120000001,23188147,2023/11/16 22:46:23+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF NEW YORK AVENUE NW,397610.11,137008.12,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 129,38.9009229772,-77.0275514697,DOWNTOWN,2023/11/16 22:41:00+00,2023/11/16 22:46:00+00,699897199,
398010.670000002,136734.109999999,23188425,2023/11/17 14:09:58+00,DAY,OTHERS,THEFT/OTHER,G STREET NW AND 8TH STREET NW,398010.67001211,136734.11001232,2,2C,1,101,Cluster 8,005802 5,005802,Precinct 129,38.8984555947,-77.0229328835,DOWNTOWN,2023/11/17 13:20:00+00,2023/11/17 13:40:00+00,699897200,
400846.609999999,136891.66,23188528,2023/11/17 18:08:02+00,DAY,OTHERS,THEFT F/AUTO,719 - 799 BLOCK OF 12TH STREET NE,400846.61,136891.66,6,6A,1,104,Cluster 25,008402 1,008402,Precinct 82,38.8998767049,-76.9902401335,,2023/11/17 16:04:00+00,2023/11/17 16:20:00+00,699897201,
402603.969999999,133930.899999999,23189119,2023/11/18 19:20:07+00,DAY,OTHERS,THEFT F/AUTO,2500 - 2599 BLOCK OF PENNSYLVANIA AVENUE SE,402603.97,133930.9,7,7B,6,607,Cluster 34,007604 1,007604,Precinct 111,38.8732016065,-76.9699922042,,2023/11/18 17:00:00+00,2023/11/18 18:00:00+00,699897202,
401701.350000001,136862.760000002,23189624,2023/11/19 19:08:20+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1516 - 1699 BLOCK OF BENNING ROAD NE,401701.35,136862.76,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.8996151246,-76.9803866148,,2023/11/19 18:43:00+00,2023/11/19 18:50:00+00,699897203,
399214.789999999,137753.75,23189625,2023/11/19 19:38:08+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,399214.79,137753.75,5,5E,,,Cluster 21,004600 1,004600,Precinct 19,38.9076427724,-77.0090530223,,2023/11/19 18:10:00+00,2023/11/19 19:20:00+00,699897204,
401725.970100001,130864.6193,23189869,2023/11/20 05:08:55+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1600 - 1699 BLOCK OF SAVANNAH STREET SE,401725.970143555,130864.619286873,8,8C,,,Cluster 38,007403 1,007403,Precinct 116,38.8455814192,-76.9801178505,,2023/11/20 02:40:00+00,2023/11/20 05:00:00+00,699897205,
397823.780000001,141376.73,23190176,2023/11/20 21:12:26+00,EVENING,OTHERS,THEFT/OTHER,4000 - 4099 BLOCK OF GEORGIA AVENUE NW,397823.78,141376.73,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,38.940277387,-77.0251020575,,2023/11/20 20:15:00+00,2023/11/20 20:25:00+00,699897206,
394964.329999998,140772.690000001,23190623,2023/11/21 17:18:06+00,DAY,OTHERS,THEFT/OTHER,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,394964.33,140772.69,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,38.9348242806,-77.0580805327,,2023/11/21 16:12:00+00,2023/11/21 17:12:00+00,699897207,
397329.859999999,138634.390000001,23190932,2023/11/22 03:39:13+00,EVENING,GUN,ROBBERY,1300 - 1399 BLOCK OF T STREET NW,397329.86,138634.39,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,38.915572171,-77.0307886105,,2023/11/22 01:25:00+00,2023/11/22 01:30:00+00,699897208,
400541.5,139301.399999999,23120851,2023/07/25 21:54:01+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,400541.5,139301.4,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9215847053,-76.9937555941,,2023/07/25 20:26:00+00,2023/07/25 22:00:00+00,699897209,
397654.079999998,144888.649999999,23122103,2023/07/27 22:06:40+00,EVENING,OTHERS,THEFT/OTHER,6658 - 6799 BLOCK OF GEORGIA AVENUE NW,397654.08,144888.65,4,4B,4,401,Cluster 17,010300 1,010300,Precinct 63,38.9719132497,-77.0270715098,,2023/07/24 17:00:00+00,2023/07/24 17:30:00+00,699897210,
400830.130000003,141099.149999999,23122490,2023/07/28 15:51:33+00,DAY,OTHERS,THEFT/OTHER,3900 - 3999 BLOCK OF 12TH STREET NE,400830.13,141099.15,5,5B,5,504,Cluster 20,009504 1,009504,Precinct 68,38.937779168,-76.9904250303,,2023/07/28 14:34:00+00,2023/07/28 14:38:00+00,699897211,
399622.270000003,134352.620000001,23122611,2023/07/28 19:31:50+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF NEW JERSEY AVENUE SE,399622.27,134352.62,8,8F,1,106,Cluster 27,007203 1,007203,Precinct 131,38.8770044023,-77.004353141,CAPITOL RIVERFRONT,2023/07/28 17:29:00+00,2023/07/28 17:31:00+00,699897212,
399489.479999997,137372.649999999,23122856,2023/07/29 06:09:18+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1100 - 1150 BLOCK OF 1ST STREET NE,399489.48,137372.65,6,6E,5,501,Cluster 25,010603 3,010603,Precinct 144,38.9042098931,-77.0058857204,NOMA,2023/07/29 01:15:00+00,2023/07/29 01:44:00+00,699897213,
403567.100000001,136542.34,23123057,2023/07/29 10:26:55+00,MIDNIGHT,OTHERS,THEFT/OTHER,3301 - 3399 BLOCK OF BENNING ROAD NE,403567.1,136542.34,7,7D,6,603,Cluster 32,009604 2,009604,Precinct 101,38.8967230746,-76.9588796709,,2023/07/29 09:54:00+00,2023/07/29 10:25:00+00,699897214,
400943.637599997,138487.221700002,23123627,2023/07/30 08:45:03+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,NEW YORK AVENUE NE AND FAIRVIEW AVENUE NE,400943.63759883,138487.22169395,5,5D,5,506,Cluster 22,008803 1,008803,Precinct 76,38.9142499794,-76.9891193902,,2023/07/30 07:12:00+00,2023/07/30 08:00:00+00,699897215,
397115.740000002,138058.609999999,23124500,2023/07/31 20:03:54+00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF CHURCH STREET NW,397115.74,138058.61,2,2F,2,208,Cluster 7,005202 1,005202,Precinct 16,38.9103846743,-77.0332551474,,2023/07/28 21:30:00+00,2023/07/31 12:30:00+00,699897216,
398185,140730,23104170,2023/06/28 22:26:25+00,EVENING,OTHERS,THEFT F/AUTO,3560 - 3599 BLOCK OF WARDER STREET NW,398185,140730,1,1E,4,409,Cluster 2,003200 2,003200,Precinct 43,38.9344522722,-77.0209337805,,2023/06/28 19:41:00+00,2023/06/28 19:52:00+00,699897217,
400436,135043,23104270,2023/06/29 01:14:03+00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 8TH STREET SE,400436,135043,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,38.8832235876,-76.9949748897,CAPITOL HILL,2023/06/28 21:28:00+00,2023/06/28 22:35:00+00,699897218,
401623,137366,23104291,2023/06/28 22:58:05+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1600 - 1699 BLOCK OF LEVIS STREET NE,401623,137366,5,5D,5,506,Cluster 23,008804 2,008804,Precinct 78,38.9041486374,-76.9812886547,,2023/06/28 01:30:00+00,2023/06/28 22:40:00+00,699897219,
401542,133215,23104392,2023/06/28 04:00:00+00,MIDNIGHT,GUN,HOMICIDE,1900 - 1927 BLOCK OF 16TH STREET SE,401542,133215,8,8A,6,607,Cluster 34,007605 2,007605,Precinct 112,38.8667549924,-76.9822318072,,2023/06/29 02:00:00+00,2023/06/30 03:00:00+00,699897220,
402886,131330,23104816,2023/06/29 22:05:53+00,EVENING,OTHERS,THEFT F/AUTO,2700 - 2899 BLOCK OF SHIPLEY TERRACE SE,402886,131330,8,8B,7,702,Cluster 36,007408 1,007408,Precinct 115,38.849770732,-76.966753045,,2023/06/29 18:40:00+00,2023/06/29 19:25:00+00,699897221,
398006,139949,23105083,2023/06/30 06:21:34+00,MIDNIGHT,GUN,ROBBERY,2900 - 2918 BLOCK OF GEORGIA AVENUE NW,398006,139949,1,1E,3,304,Cluster 2,003100 1,003100,Precinct 37,38.9274163965,-77.022996055,,2023/06/30 04:50:00+00,2023/06/30 04:51:00+00,699897222,
406784,135770,23105143,2023/06/30 10:20:17+00,MIDNIGHT,GUN,ROBBERY,5500 - 5689 BLOCK OF EAST CAPITOL STREET,406784,135770,7,7C,6,604,Cluster 33,009903 2,009903,Precinct 105,38.8897466139,-76.9218039698,,2023/06/30 08:28:00+00,2023/06/30 10:00:00+00,699897223,
396276,140799,23105297,2023/06/30 16:55:22+00,DAY,OTHERS,THEFT/OTHER,1800 - 1999 BLOCK OF INGLESIDE TERRACE NW,396276,140799,1,1D,3,302,Cluster 2,002704 1,002704,Precinct 40,38.9350678275,-77.0429521069,,2023/06/30 15:45:00+00,2023/06/30 16:30:00+00,699897224,
403638.939999998,135772.420000002,23105763,2023/07/01 09:12:08+00,MIDNIGHT,GUN,ROBBERY,2300 - 3955 BLOCK OF EAST CAPITOL STREET,403638.94,135772.42,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,38.8897870573,-76.9580556016,,2023/07/01 07:44:00+00,2023/07/01 07:53:00+00,699897225,
401412,133241,23106498,2023/07/02 18:24:24+00,DAY,OTHERS,THEFT/OTHER,1400 - 1444 BLOCK OF MINNESOTA AVENUE SE,401412,133241,8,8A,6,607,Cluster 34,007601 5,007601,Precinct 140,38.8669894294,-76.9837297208,,2023/07/02 08:00:00+00,2023/07/02 17:11:00+00,699897226,
401509,139788,23106570,2023/07/02 19:54:43+00,EVENING,KNIFE,THEFT/OTHER,1513 - 1599 BLOCK OF RHODE ISLAND AVENUE NE,401509,139788,5,5C,5,505,Cluster 22,009102 1,009102,Precinct 72,38.9259670246,-76.9825976221,,2023/07/02 18:14:00+00,2023/07/02 19:50:00+00,699897227,
396559,137255,23107780,2023/07/04 20:51:22+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF CONNECTICUT AVENUE NW,396559,137255,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9031434735,-77.0396702609,GOLDEN TRIANGLE,2023/07/04 20:23:00+00,2023/07/04 20:30:00+00,699897228,
401892,133867,23107810,2023/07/04 22:17:02+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,1400 - 1499 BLOCK OF 18TH PLACE SE,401892,133867,8,8A,6,607,Cluster 34,007601 3,007601,Precinct 140,38.8726277897,-76.9781970251,,2023/07/04 20:57:00+00,,699897229,
396217.890000001,138008.23,23108113,2023/07/05 11:03:41+00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,396217.89,138008.23,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 14,38.9099274291,-77.0436069637,GOLDEN TRIANGLE,2023/07/05 07:00:00+00,2023/07/05 07:10:00+00,699897230,
397539.490000002,139763.870000001,23108662,2023/07/06 02:03:48+00,EVENING,OTHERS,BURGLARY,1100 - 1299 BLOCK OF GIRARD STREET NW,397539.49,139763.87,1,1A,3,304,Cluster 2,003600 3,003600,Precinct 36,38.9257475048,-77.0283754761,,2023/07/06 00:25:00+00,2023/07/06 00:38:00+00,699897231,
404040.140000001,133462.68,23108725,2023/07/07 22:08:34+00,EVENING,OTHERS,BURGLARY,3432 - 3599 BLOCK OF TEXAS AVENUE SE,404040.14,133462.68,7,7B,6,605,Cluster 34,009901 2,009901,Precinct 109,38.8689782666,-76.9534447307,,2023/06/30 03:32:00+00,2023/06/30 04:18:00+00,699897232,
401207.329999998,137638.02,23108920,2023/07/06 16:08:58+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1200 - 1259 BLOCK OF QUEEN STREET NE,401207.33,137638.02,5,5D,5,506,Cluster 23,008802 4,008802,Precinct 77,38.9065997579,-76.9860803791,,2023/07/06 03:00:00+00,,699897233,
397700.460000001,136611.23,23183678,2023/11/08 20:11:47+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,397700.46,136611.23,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.8973478904,-77.0265085554,DOWNTOWN,2023/11/08 18:47:00+00,2023/11/08 18:57:00+00,699897234,
398010.149999999,138387.190000001,23183859,2023/11/09 02:10:20+00,EVENING,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF 8TH STREET NW,398010.15,138387.19,2,2G,3,307,Cluster 7,004901 1,004901,Precinct 21,38.9133471143,-77.0229436677,,2023/10/19 01:00:00+00,2023/10/19 01:20:00+00,699897235,
398576.289999999,134292.350000001,23184140,2023/11/09 17:56:11+00,DAY,OTHERS,THEFT/OTHER,200 - 399 BLOCK OF M STREET SW,398576.29,134292.35,6,6D,1,105,Cluster 9,010201 2,010201,Precinct 128,38.8764603948,-77.0164073893,SOUTHWEST,2023/11/09 11:00:00+00,2023/11/09 15:00:00+00,699897236,
402548.020000003,133051.219999999,23184160,2023/11/09 19:16:07+00,DAY,OTHERS,ROBBERY,2516 - 2598 BLOCK OF NAYLOR ROAD SE,402548.02,133051.22,7,7B,6,606,Cluster 35,007604 3,007604,Precinct 113,38.8652772555,-76.9706402247,,2023/11/09 14:48:00+00,2023/11/09 18:21:00+00,699897237,
392976.850000001,142632.109999999,23184204,2023/11/09 17:14:48+00,DAY,OTHERS,THEFT/OTHER,4700 - 4799 BLOCK OF WISCONSIN AVENUE NW,392976.85,142632.11,3,3E,2,202,Cluster 11,001100 4,001100,Precinct 32,38.9515608227,-77.0810228019,,2023/11/07 22:45:00+00,2023/11/07 23:00:00+00,699897238,
397603.020000003,142843.920000002,23184986,2023/11/11 01:33:56+00,EVENING,GUN,ROBBERY,5200 - 5299 BLOCK OF GEORGIA AVENUE NW,397603.02,142843.92,4,4E,4,403,Cluster 18,002002 3,002002,Precinct 54,38.9534936698,-77.0276535855,,2023/11/11 00:28:00+00,2023/11/11 00:31:00+00,699897239,
394449.149999999,137479.059999999,23185064,2023/11/11 05:47:14+00,MIDNIGHT,GUN,ROBBERY,3200 - 3275 BLOCK OF M STREET NW,394449.15,137479.06,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.9051510928,-77.0639958956,GEORGETOWN,2023/11/11 04:01:00+00,2023/11/11 05:37:00+00,699897240,
406031.759999998,135771.199999999,23185104,2023/11/11 07:25:19+00,MIDNIGHT,OTHERS,THEFT/OTHER,4925 - 4953 BLOCK OF EAST CAPITOL STREET,406031.76,135771.2,7,7E,6,604,Cluster 33,009904 1,009904,Precinct 104,38.8897629067,-76.9304746783,,2023/11/11 06:08:00+00,2023/11/11 07:13:00+00,699897241,
400540.982000001,135274.506499998,23185492,2023/11/12 04:14:51+00,MIDNIGHT,OTHERS,ROBBERY,300 - 339 BLOCK OF 9TH STREET SE,400540.982014455,135274.506458965,6,6B,1,107,Cluster 26,006700 3,006700,Precinct 89,38.8853090282,-76.9937647391,,2023/11/12 01:07:00+00,2023/11/12 03:30:00+00,699897242,
